,N4_trace_good,N4_fit_good,N4_trace_bad,N4_fit_bad,frames
1315,9346,9433.476,6659,6807.3857,1315
1316,10633,10660.584,6847,6807.3857,1316
1317,10326,10660.584,6674,6807.3857,1317
1318,10762,10660.584,6892,6807.3857,1318
1319,10785,10660.584,7221,7275.607,1319
1320,10733,10660.584,7168,7275.607,1320
1321,10451,10660.584,7011,7275.607,1321
1322,10819,10660.584,7031,7275.607,1322
1323,10660,10660.584,7175,7275.607,1323
1324,10786,10660.584,7272,7275.607,1324
1325,10657,10660.584,7332,7275.607,1325
1326,9983,9433.476,7364,7275.607,1326
1327,9218,9433.476,7349,7275.607,1327
1328,9437,9433.476,7239,7275.607,1328
1329,9714,9433.476,7205,7275.607,1329
1330,10800,10660.584,7295,7275.607,1330
1331,10623,10660.584,7391,7275.607,1331
1332,10698,10660.584,7258,7275.607,1332
1333,10537,10660.584,7270,7275.607,1333
1334,10668,10660.584,7279,7275.607,1334
1335,10766,10660.584,7288,7275.607,1335
1336,10932,10660.584,7144,7275.607,1336
1337,10693,10660.584,7212,7275.607,1337
1338,10902,10660.584,7108,7275.607,1338
1339,10621,10660.584,7207,7275.607,1339
1340,10659,10660.584,7323,7275.607,1340
1341,11895,11887.693,7286,7275.607,1341
1342,12006,11887.693,7125,7275.607,1342
1343,12107,11887.693,7348,7275.607,1343
1344,11942,11887.693,7258,7275.607,1344
1345,12112,11887.693,7407,7275.607,1345
1346,11973,11887.693,7467,7275.607,1346
1347,12028,11887.693,7367,7275.607,1347
1348,12080,11887.693,7125,7275.607,1348
1349,10839,10660.584,7147,7275.607,1349
1350,9352,9433.476,7134,7275.607,1350
1351,9306,9433.476,7091,7275.607,1351
1352,9615,9433.476,7193,7275.607,1352
1353,9866,9433.476,7496,7275.607,1353
1354,10601,10660.584,7193,7275.607,1354
1355,10698,10660.584,7299,7275.607,1355
1356,10531,10660.584,7398,7275.607,1356
1357,10471,10660.584,7264,7275.607,1357
1358,10596,10660.584,7363,7275.607,1358
1359,10635,10660.584,7159,7275.607,1359
1360,10621,10660.584,7211,7275.607,1360
1361,10424,10660.584,6724,6807.3857,1361
1362,10802,10660.584,6847,6807.3857,1362
1363,10390,10660.584,6579,6807.3857,1363
1364,10579,10660.584,6786,6807.3857,1364
1365,10755,10660.584,6765,6807.3857,1365
1366,11993,11887.693,7076,7275.607,1366
1367,11698,11887.693,7101,7275.607,1367
1368,10777,10660.584,7241,7275.607,1368
1369,10212,10660.584,7259,7275.607,1369
1370,10034,9433.476,7213,7275.607,1370
1371,9419,9433.476,7521,7275.607,1371
1372,8472,8206.367,6534,6807.3857,1372
1373,8534,8206.367,6828,6807.3857,1373
1374,8444,8206.367,6766,6807.3857,1374
1375,8365,8206.367,6351,6339.1646,1375
1376,8266,8206.367,6309,6339.1646,1376
1377,8430,8206.367,6280,6339.1646,1377
1378,8366,8206.367,6566,6807.3857,1378
1379,8054,8206.367,6851,6807.3857,1379
1380,8237,8206.367,6792,6807.3857,1380
1381,8501,8206.367,6649,6807.3857,1381
1382,8442,8206.367,6727,6807.3857,1382
1383,8355,8206.367,6721,6807.3857,1383
1384,8287,8206.367,6828,6807.3857,1384
1385,8070,8206.367,7123,7275.607,1385
1386,8295,8206.367,7254,7275.607,1386
1387,8764,8206.367,7238,7275.607,1387
1388,9546,9433.476,7167,7275.607,1388
1389,9542,9433.476,7154,7275.607,1389
1390,9472,9433.476,7189,7275.607,1390
1391,9379,9433.476,7012,7275.607,1391
1392,9333,9433.476,7169,7275.607,1392
1393,8340,8206.367,7453,7275.607,1393
1394,6955,6979.259,7270,7275.607,1394
1395,7044,6979.259,7103,7275.607,1395
1396,7072,6979.259,7336,7275.607,1396
1397,7039,6979.259,7441,7275.607,1397
1398,7497,6979.259,7247,7275.607,1398
1399,7246,6979.259,7297,7275.607,1399
1400,7173,6979.259,7358,7275.607,1400
1401,7066,6979.259,7217,7275.607,1401
1402,6780,6979.259,7193,7275.607,1402
1403,7181,6979.259,7100,7275.607,1403
1404,7005,6979.259,7467,7275.607,1404
1405,6909,6979.259,7734,7275.607,1405
1406,7129,6979.259,7590,7275.607,1406
1407,7098,6979.259,7185,7275.607,1407
1408,7068,6979.259,7350,7275.607,1408
1409,7119,6979.259,7227,7275.607,1409
1410,7069,6979.259,7250,7275.607,1410
1411,7161,6979.259,6788,6807.3857,1411
1412,6926,6979.259,6931,6807.3857,1412
1413,7210,6979.259,6722,6807.3857,1413
1414,7570,6979.259,6835,6807.3857,1414
1415,8300,8206.367,6729,6807.3857,1415
1416,8235,8206.367,6786,6807.3857,1416
1417,8107,8206.367,6739,6807.3857,1417
1418,8830,8206.367,6402,6339.1646,1418
1419,9143,8206.367,6305,6339.1646,1419
1420,8403,8206.367,6389,6339.1646,1420
1421,8130,8206.367,6304,6339.1646,1421
1422,8335,8206.367,6398,6339.1646,1422
1423,9087,9433.476,6144,6339.1646,1423
1424,9586,9433.476,6640,6807.3857,1424
1425,9549,9433.476,6889,6807.3857,1425
1426,9620,9433.476,6929,6807.3857,1426
1427,9574,9433.476,6812,6807.3857,1427
1428,9340,9433.476,6897,6807.3857,1428
1429,9412,9433.476,6833,6807.3857,1429
1430,9373,9433.476,6797,6807.3857,1430
1431,9100,9433.476,6865,6807.3857,1431
1432,9263,9433.476,6597,6807.3857,1432
1433,9251,9433.476,6730,6807.3857,1433
1434,9377,9433.476,6711,6807.3857,1434
1435,9325,9433.476,6802,6807.3857,1435
1436,9595,9433.476,6841,6807.3857,1436
1437,9333,9433.476,6706,6807.3857,1437
1438,9480,9433.476,6769,6807.3857,1438
1439,9395,9433.476,6680,6807.3857,1439
1440,9640,9433.476,6811,6807.3857,1440
1441,9505,9433.476,6938,6807.3857,1441
1442,9697,9433.476,6923,6807.3857,1442
1443,9454,9433.476,6759,6807.3857,1443
1444,9420,9433.476,6340,6339.1646,1444
1445,9567,9433.476,6798,6807.3857,1445
1446,9564,9433.476,7252,7275.607,1446
1447,9363,9433.476,7210,7275.607,1447
1448,10186,10660.584,7271,7275.607,1448
1449,10653,10660.584,7293,7275.607,1449
1450,10547,10660.584,7166,7275.607,1450
1451,10586,10660.584,7162,7275.607,1451
1452,10608,10660.584,7149,7275.607,1452
1453,10502,10660.584,7186,7275.607,1453
1454,10779,10660.584,7300,7275.607,1454
1455,10565,10660.584,7399,7275.607,1455
1456,10786,10660.584,7267,7275.607,1456
1457,9662,9433.476,7254,7275.607,1457
1458,9542,9433.476,7681,7275.607,1458
1459,9564,9433.476,7365,7275.607,1459
1460,9407,9433.476,7237,7275.607,1460
1461,9440,9433.476,7301,7275.607,1461
1462,9412,9433.476,7425,7275.607,1462
1463,9464,9433.476,7326,7275.607,1463
1464,9616,9433.476,7187,7275.607,1464
1465,9314,9433.476,7148,7275.607,1465
1466,9442,9433.476,7403,7275.607,1466
1467,9742,9433.476,7418,7275.607,1467
1468,9394,9433.476,6932,6807.3857,1468
1469,9434,9433.476,6749,6807.3857,1469
1470,9653,9433.476,6855,6807.3857,1470
1471,9302,9433.476,6811,6807.3857,1471
1472,9443,9433.476,6863,6807.3857,1472
1473,9531,9433.476,6754,6807.3857,1473
1474,10404,10660.584,6615,6807.3857,1474
1475,10754,10660.584,6663,6807.3857,1475
1476,10685,10660.584,6731,6807.3857,1476
1477,10895,10660.584,6779,6807.3857,1477
1478,10662,10660.584,6726,6807.3857,1478
1479,10841,10660.584,6754,6807.3857,1479
1480,10855,10660.584,6873,6807.3857,1480
1481,10655,10660.584,6718,6807.3857,1481
1482,10621,10660.584,6636,6807.3857,1482
1483,10720,10660.584,6971,6807.3857,1483
1484,10720,10660.584,6722,6807.3857,1484
1485,10539,10660.584,6372,6339.1646,1485
1486,10338,10660.584,6321,6339.1646,1486
1487,10748,10660.584,6426,6339.1646,1487
1488,10812,10660.584,6371,6339.1646,1488
1489,11006,10660.584,6668,6807.3857,1489
1490,10975,10660.584,6826,6807.3857,1490
1491,10851,10660.584,6816,6807.3857,1491
1492,9989,9433.476,6705,6807.3857,1492
1493,9441,9433.476,6834,6807.3857,1493
1494,9585,9433.476,6787,6807.3857,1494
1495,9610,9433.476,6930,6807.3857,1495
1496,9521,9433.476,6813,6807.3857,1496
1497,9496,9433.476,6891,6807.3857,1497
1498,9557,9433.476,6863,6807.3857,1498
1499,9669,9433.476,7006,6807.3857,1499
1500,9581,9433.476,7010,6807.3857,1500
1501,9535,9433.476,6851,6807.3857,1501
1502,9777,9433.476,6940,6807.3857,1502
1503,9581,9433.476,6887,6807.3857,1503
1504,9581,9433.476,6956,6807.3857,1504
1505,9558,9433.476,6964,6807.3857,1505
1506,9860,9433.476,6836,6807.3857,1506
1507,8307,8206.367,6799,6807.3857,1507
1508,8464,8206.367,6919,6807.3857,1508
1509,8270,8206.367,6874,6807.3857,1509
1510,8302,8206.367,6362,6339.1646,1510
1511,8199,8206.367,6254,6339.1646,1511
1512,8098,8206.367,6182,6339.1646,1512
1513,8290,8206.367,6306,6339.1646,1513
1514,8307,8206.367,6393,6339.1646,1514
1515,8066,8206.367,6342,6339.1646,1515
1516,8163,8206.367,6298,6339.1646,1516
1517,8361,8206.367,6361,6339.1646,1517
1518,8602,8206.367,6420,6339.1646,1518
1519,8443,8206.367,6423,6339.1646,1519
1520,8051,8206.367,6417,6339.1646,1520
1521,8105,8206.367,6348,6339.1646,1521
1522,8263,8206.367,6658,6807.3857,1522
1523,8429,8206.367,6847,6807.3857,1523
1524,8366,8206.367,6859,6807.3857,1524
1525,8232,8206.367,6382,6339.1646,1525
1526,8104,8206.367,6356,6339.1646,1526
1527,8949,8206.367,6334,6339.1646,1527
1528,8286,8206.367,6273,6339.1646,1528
1529,7461,6979.259,6415,6339.1646,1529
1530,7084,6979.259,6651,6807.3857,1530
1531,7048,6979.259,6843,6807.3857,1531
1532,7178,6979.259,6489,6339.1646,1532
1533,6829,6979.259,6293,6339.1646,1533
1534,6993,6979.259,6483,6339.1646,1534
1535,7035,6979.259,6429,6339.1646,1535
1536,6958,6979.259,6311,6339.1646,1536
1537,6986,6979.259,6482,6339.1646,1537
1538,7193,6979.259,6882,6807.3857,1538
1539,6902,6979.259,6950,6807.3857,1539
1540,7083,6979.259,6846,6807.3857,1540
1541,7014,6979.259,6744,6807.3857,1541
1542,7017,6979.259,6849,6807.3857,1542
1543,7061,6979.259,6728,6807.3857,1543
1544,7161,6979.259,6253,6339.1646,1544
1545,8308,8206.367,6409,6339.1646,1545
1546,8216,8206.367,6783,6807.3857,1546
1547,8295,8206.367,6672,6807.3857,1547
1548,8309,8206.367,6313,6339.1646,1548
1549,8504,8206.367,6343,6339.1646,1549
1550,8432,8206.367,6315,6339.1646,1550
1551,8505,8206.367,6308,6339.1646,1551
1552,8497,8206.367,6435,6339.1646,1552
1553,8344,8206.367,6538,6339.1646,1553
1554,8330,8206.367,6770,6807.3857,1554
1555,8409,8206.367,6864,6807.3857,1555
1556,8555,8206.367,6913,6807.3857,1556
1557,8379,8206.367,7006,6807.3857,1557
1558,8335,8206.367,6933,6807.3857,1558
1559,8591,8206.367,6791,6807.3857,1559
1560,8442,8206.367,7067,7275.607,1560
1561,8383,8206.367,7581,7275.607,1561
1562,8518,8206.367,7405,7275.607,1562
1563,8407,8206.367,7444,7275.607,1563
1564,8338,8206.367,7428,7275.607,1564
1565,8428,8206.367,7412,7275.607,1565
1566,8558,8206.367,7295,7275.607,1566
1567,8392,8206.367,7194,7275.607,1567
1568,9367,9433.476,6332,6339.1646,1568
1569,9630,9433.476,6428,6339.1646,1569
1570,9675,9433.476,6582,6807.3857,1570
1571,9497,9433.476,6753,6807.3857,1571
1572,9573,9433.476,7032,6807.3857,1572
1573,9683,9433.476,6769,6807.3857,1573
1574,9771,9433.476,6943,6807.3857,1574
1575,9645,9433.476,6881,6807.3857,1575
1576,9483,9433.476,6929,6807.3857,1576
1577,9511,9433.476,6819,6807.3857,1577
1578,9537,9433.476,6822,6807.3857,1578
1579,9686,9433.476,6865,6807.3857,1579
1580,9096,9433.476,6900,6807.3857,1580
1581,8443,8206.367,6830,6807.3857,1581
1582,8238,8206.367,6817,6807.3857,1582
1583,8099,8206.367,6866,6807.3857,1583
1584,7173,6979.259,6769,6807.3857,1584
1585,7029,6979.259,6912,6807.3857,1585
1586,7082,6979.259,6782,6807.3857,1586
1587,7179,6979.259,6895,6807.3857,1587
1588,7040,6979.259,6839,6807.3857,1588
1589,6923,6979.259,6784,6807.3857,1589
1590,7147,6979.259,6854,6807.3857,1590
1591,7112,6979.259,6989,6807.3857,1591
1592,7245,6979.259,6773,6807.3857,1592
1593,7732,6979.259,6793,6807.3857,1593
1594,8251,8206.367,6788,6807.3857,1594
1595,8252,8206.367,6805,6807.3857,1595
1596,8246,8206.367,6815,6807.3857,1596
1597,8258,8206.367,6830,6807.3857,1597
1598,8288,8206.367,6795,6807.3857,1598
1599,8265,8206.367,6822,6807.3857,1599
1600,8301,8206.367,6914,6807.3857,1600
1601,8156,8206.367,7016,6807.3857,1601
1602,7360,6979.259,6833,6807.3857,1602
1603,6928,6979.259,6837,6807.3857,1603
1604,7085,6979.259,6938,6807.3857,1604
1605,7090,6979.259,6669,6807.3857,1605
1606,6948,6979.259,6985,6807.3857,1606
1607,7082,6979.259,6848,6807.3857,1607
1608,7071,6979.259,6837,6807.3857,1608
1609,7048,6979.259,6809,6807.3857,1609
1610,7013,6979.259,6678,6807.3857,1610
1611,6946,6979.259,6633,6807.3857,1611
1612,7147,6979.259,6726,6807.3857,1612
1613,7067,6979.259,6703,6807.3857,1613
1614,7107,6979.259,6815,6807.3857,1614
1615,7014,6979.259,6674,6807.3857,1615
1616,7007,6979.259,6934,6807.3857,1616
1617,6962,6979.259,6688,6807.3857,1617
1618,7084,6979.259,6720,6807.3857,1618
1619,6920,6979.259,6806,6807.3857,1619
1620,7065,6979.259,6771,6807.3857,1620
1621,7161,6979.259,6767,6807.3857,1621
1622,7090,6979.259,6835,6807.3857,1622
1623,7216,6979.259,6931,6807.3857,1623
1624,6969,6979.259,6972,6807.3857,1624
1625,7029,6979.259,7024,6807.3857,1625
1626,6960,6979.259,6709,6807.3857,1626
1627,7087,6979.259,6953,6807.3857,1627
1628,7115,6979.259,6910,6807.3857,1628
1629,7166,6979.259,7329,7275.607,1629
1630,7382,6979.259,7259,7275.607,1630
1631,8330,6979.259,7477,7275.607,1631
1632,7756,6979.259,7575,7275.607,1632
1633,7005,6979.259,7416,7275.607,1633
1634,6794,6979.259,7300,7275.607,1634
1635,7709,6979.259,7292,7275.607,1635
1636,8189,8206.367,7441,7275.607,1636
1637,8143,8206.367,7297,7275.607,1637
1638,8188,8206.367,7322,7275.607,1638
1639,8193,8206.367,7477,7275.607,1639
1640,8640,8206.367,7259,7275.607,1640
1641,8294,8206.367,7430,7275.607,1641
1642,8399,8206.367,7397,7275.607,1642
1643,8312,8206.367,7322,7275.607,1643
1644,8297,8206.367,7419,7275.607,1644
1645,8130,8206.367,7335,7275.607,1645
1646,8424,8206.367,7282,7275.607,1646
1647,8329,8206.367,7317,7275.607,1647
1648,7100,6979.259,7388,7275.607,1648
1649,6852,6979.259,7180,7275.607,1649
1650,6852,6979.259,7379,7275.607,1650
1651,6840,6979.259,7542,7275.607,1651
1652,6896,6979.259,7313,7275.607,1652
1653,7022,6979.259,7407,7275.607,1653
1654,8026,8206.367,6522,6339.1646,1654
1655,8667,8206.367,6473,6339.1646,1655
1656,9460,9433.476,6463,6339.1646,1656
1657,9370,9433.476,6363,6339.1646,1657
1658,9747,9433.476,6301,6339.1646,1658
1659,9455,9433.476,6406,6339.1646,1659
1660,9329,9433.476,6479,6339.1646,1660
1661,9573,9433.476,6302,6339.1646,1661
1662,9697,9433.476,6352,6339.1646,1662
1663,9213,9433.476,6443,6339.1646,1663
1664,9456,9433.476,6450,6339.1646,1664
1665,9462,9433.476,6276,6339.1646,1665
1666,9494,9433.476,6301,6339.1646,1666
1667,9322,9433.476,6220,6339.1646,1667
1668,9449,9433.476,6217,6339.1646,1668
1669,9482,9433.476,6202,6339.1646,1669
1670,9662,9433.476,6390,6339.1646,1670
1671,9507,9433.476,6282,6339.1646,1671
1672,9654,9433.476,6321,6339.1646,1672
1673,9438,9433.476,6264,6339.1646,1673
1674,9511,9433.476,6394,6339.1646,1674
1675,9188,9433.476,6330,6339.1646,1675
1676,9457,9433.476,6278,6339.1646,1676
1677,9366,9433.476,6410,6339.1646,1677
1678,9483,9433.476,6406,6339.1646,1678
1679,9290,9433.476,6450,6339.1646,1679
1680,9475,9433.476,6315,6339.1646,1680
1681,9416,9433.476,6359,6339.1646,1681
1682,9525,9433.476,6379,6339.1646,1682
1683,9396,9433.476,6422,6339.1646,1683
1684,9525,9433.476,6462,6339.1646,1684
1685,9611,9433.476,6370,6339.1646,1685
1686,9554,9433.476,6491,6339.1646,1686
1687,9570,9433.476,6360,6339.1646,1687
1688,9589,9433.476,6201,6339.1646,1688
1689,9712,9433.476,6323,6339.1646,1689
1690,9832,9433.476,6267,6339.1646,1690
1691,9526,9433.476,6211,6339.1646,1691
1692,9709,9433.476,6280,6339.1646,1692
1693,9491,9433.476,6261,6339.1646,1693
1694,9534,9433.476,6377,6339.1646,1694
1695,9420,9433.476,6434,6339.1646,1695
1696,9532,9433.476,6329,6339.1646,1696
1697,9723,9433.476,6349,6339.1646,1697
1698,9442,9433.476,6511,6339.1646,1698
1699,8315,9433.476,6435,6339.1646,1699
1700,8963,9433.476,6319,6339.1646,1700
1701,9691,9433.476,6257,6339.1646,1701
1702,9555,9433.476,6380,6339.1646,1702
1703,9562,9433.476,6381,6339.1646,1703
1704,9693,9433.476,6320,6339.1646,1704
1705,9498,9433.476,6386,6339.1646,1705
1706,9446,9433.476,6367,6339.1646,1706
1707,9641,9433.476,6900,6807.3857,1707
1708,9458,9433.476,6721,6807.3857,1708
1709,9649,9433.476,7068,6807.3857,1709
1710,9686,9433.476,6763,6807.3857,1710
1711,9527,9433.476,7016,6807.3857,1711
1712,9803,9433.476,6899,6807.3857,1712
1713,9491,9433.476,6780,6807.3857,1713
1714,9390,9433.476,6925,6807.3857,1714
1715,9719,9433.476,6870,6807.3857,1715
1716,9517,9433.476,6982,6807.3857,1716
1717,9570,9433.476,6945,6807.3857,1717
1718,9792,9433.476,6824,6807.3857,1718
1719,9610,9433.476,6749,6807.3857,1719
1720,9527,9433.476,6786,6807.3857,1720
1721,9505,9433.476,6906,6807.3857,1721
1722,9908,9433.476,6999,6807.3857,1722
1723,9658,9433.476,7004,6807.3857,1723
1724,9635,9433.476,6527,6339.1646,1724
1725,9883,9433.476,6507,6339.1646,1725
1726,9591,9433.476,6275,6339.1646,1726
1727,9661,9433.476,6358,6339.1646,1727
1728,9573,9433.476,6137,6339.1646,1728
1729,9640,9433.476,5860,5870.9434,1729
1730,9717,9433.476,5913,5870.9434,1730
1731,9535,9433.476,6009,5870.9434,1731
1732,9444,9433.476,6168,5870.9434,1732
1733,9101,9433.476,5887,5870.9434,1733
1734,8220,8206.367,5745,5870.9434,1734
1735,8386,8206.367,5856,5870.9434,1735
1736,7623,6979.259,5887,5870.9434,1736
1737,6905,6979.259,5948,5870.9434,1737
1738,7024,6979.259,5824,5870.9434,1738
1739,7083,6979.259,5805,5870.9434,1739
1740,6929,6979.259,5817,5870.9434,1740
1741,7137,6979.259,5959,5870.9434,1741
1742,6996,6979.259,5842,5870.9434,1742
1743,7039,6979.259,5882,5870.9434,1743
1744,7000,6979.259,5834,5870.9434,1744
1745,7046,6979.259,5816,5870.9434,1745
1746,7135,6979.259,5807,5870.9434,1746
1747,7183,6979.259,5798,5870.9434,1747
1748,7085,6979.259,6357,6339.1646,1748
1749,6881,6979.259,6871,6807.3857,1749
1750,7053,6979.259,6723,6807.3857,1750
1751,7093,6979.259,6929,6807.3857,1751
1752,6916,6979.259,6899,6807.3857,1752
1753,7055,6979.259,6797,6807.3857,1753
1754,7330,6979.259,7000,6807.3857,1754
1755,6984,6979.259,6903,6807.3857,1755
1756,7093,6979.259,6745,6807.3857,1756
1757,7236,6979.259,6792,6807.3857,1757
1758,7126,6979.259,6830,6807.3857,1758
1759,7258,6979.259,6803,6807.3857,1759
1760,7072,6979.259,6904,6807.3857,1760
1761,7150,6979.259,6755,6807.3857,1761
1762,6990,6979.259,6848,6807.3857,1762
1763,7008,6979.259,7033,6807.3857,1763
1764,6969,6979.259,6842,6807.3857,1764
1765,6881,6979.259,6765,6807.3857,1765
1766,7172,6979.259,6799,6807.3857,1766
1767,7043,6979.259,6940,6807.3857,1767
1768,6979,6979.259,6940,6807.3857,1768
1769,6883,6979.259,6918,6807.3857,1769
1770,6897,6979.259,6875,6807.3857,1770
1771,6915,6979.259,6795,6807.3857,1771
1772,6940,6979.259,6851,6807.3857,1772
1773,7026,6979.259,6917,6807.3857,1773
1774,7061,6979.259,7084,6807.3857,1774
1775,6822,6979.259,6848,6807.3857,1775
1776,6899,6979.259,6743,6807.3857,1776
1777,7603,6979.259,6834,6807.3857,1777
1778,7367,6979.259,6874,6807.3857,1778
1779,7172,6979.259,6900,6807.3857,1779
1780,8301,8206.367,6783,6807.3857,1780
1781,8319,8206.367,6881,6807.3857,1781
1782,8139,8206.367,6720,6807.3857,1782
1783,8207,8206.367,6414,6339.1646,1783
1784,8219,8206.367,6406,6339.1646,1784
1785,8436,8206.367,6289,6339.1646,1785
1786,8229,8206.367,6376,6339.1646,1786
1787,7974,8206.367,6149,6339.1646,1787
1788,8231,8206.367,6274,6339.1646,1788
1789,8267,8206.367,6365,6339.1646,1789
1790,7997,8206.367,6297,6339.1646,1790
1791,8142,8206.367,6317,6339.1646,1791
1792,8014,8206.367,6316,6339.1646,1792
1793,8399,8206.367,6495,6339.1646,1793
1794,8359,8206.367,6815,6807.3857,1794
1795,8209,8206.367,6858,6807.3857,1795
1796,8342,8206.367,6796,6807.3857,1796
1797,8183,8206.367,6744,6807.3857,1797
1798,8194,8206.367,6673,6807.3857,1798
1799,8162,8206.367,6352,6339.1646,1799
1800,8041,8206.367,6875,6807.3857,1800
1801,8168,8206.367,7194,7275.607,1801
1802,8225,8206.367,7258,7275.607,1802
1803,8107,8206.367,7350,7275.607,1803
1804,8265,8206.367,7578,7275.607,1804
1805,7366,6979.259,7228,7275.607,1805
1806,6985,6979.259,6869,6807.3857,1806
1807,6888,6979.259,6737,6807.3857,1807
1808,6950,6979.259,6854,6807.3857,1808
1809,7030,6979.259,6868,6807.3857,1809
1810,6870,6979.259,6862,6807.3857,1810
1811,6888,6979.259,6832,6807.3857,1811
1812,6970,6979.259,6857,6807.3857,1812
1813,6885,6979.259,6892,6807.3857,1813
1814,6985,6979.259,6773,6807.3857,1814
1815,7335,6979.259,6790,6807.3857,1815
1816,8144,8206.367,6855,6807.3857,1816
1817,8111,8206.367,6707,6807.3857,1817
1818,8204,8206.367,6321,6339.1646,1818
1819,7114,8206.367,6326,6339.1646,1819
1820,7862,8206.367,6336,6339.1646,1820
1821,8260,8206.367,6578,6807.3857,1821
1822,8667,8206.367,6971,6807.3857,1822
1823,9653,9433.476,6834,6807.3857,1823
1824,9597,9433.476,6957,6807.3857,1824
1825,9675,9433.476,6942,6807.3857,1825
1826,9008,9433.476,6941,6807.3857,1826
1827,9089,9433.476,6841,6807.3857,1827
1828,8933,9433.476,7210,6807.3857,1828
1829,9115,9433.476,6765,6807.3857,1829
1830,9042,9433.476,6991,6807.3857,1830
1831,8944,8206.367,7016,6807.3857,1831
1832,8817,8206.367,6873,6807.3857,1832
1833,8743,8206.367,6825,6807.3857,1833
1834,8822,8206.367,6834,6807.3857,1834
1835,8183,8206.367,6846,6807.3857,1835
1836,7794,8206.367,6902,6807.3857,1836
1837,7590,8206.367,6728,6807.3857,1837
1838,7516,8206.367,6891,6807.3857,1838
1839,7730,8206.367,6870,6807.3857,1839
1840,7585,8206.367,6933,6807.3857,1840
1841,7742,8206.367,6846,6807.3857,1841
1842,7516,8206.367,6861,6807.3857,1842
1843,7572,8206.367,6759,6807.3857,1843
1844,7551,8206.367,6737,6807.3857,1844
1845,7571,8206.367,6766,6807.3857,1845
1846,7465,8206.367,6827,6807.3857,1846
1847,7460,8206.367,6945,6807.3857,1847
1848,7440,8206.367,6931,6807.3857,1848
1849,7644,8206.367,6916,6807.3857,1849
1850,7543,8206.367,6861,6807.3857,1850
1851,7732,8206.367,6868,6807.3857,1851
1852,7640,8206.367,6806,6807.3857,1852
1853,7567,8206.367,6937,6807.3857,1853
1854,7615,8206.367,7023,6807.3857,1854
1855,7488,8206.367,6779,6807.3857,1855
1856,7510,8206.367,6937,6807.3857,1856
1857,7529,8206.367,6784,6807.3857,1857
1858,7271,8206.367,6733,6807.3857,1858
1859,7583,8206.367,6858,6807.3857,1859
1860,7610,8206.367,6850,6807.3857,1860
1861,7696,8206.367,6837,6807.3857,1861
1862,7539,8206.367,6936,6807.3857,1862
1863,7624,8206.367,6728,6807.3857,1863
1864,7332,8206.367,6694,6807.3857,1864
1865,7682,8206.367,6851,6807.3857,1865
1866,7502,8206.367,6864,6807.3857,1866
1867,7581,8206.367,6946,6807.3857,1867
1868,7455,8206.367,6765,6807.3857,1868
1869,7532,8206.367,6665,6807.3857,1869
1870,7696,8206.367,6848,6807.3857,1870
1871,7447,8206.367,6936,6807.3857,1871
1872,7601,8206.367,6826,6807.3857,1872
1873,7814,8206.367,6880,6807.3857,1873
1874,7593,8206.367,6806,6807.3857,1874
1875,7576,8206.367,6706,6807.3857,1875
1876,7635,8206.367,7011,6807.3857,1876
1877,7619,8206.367,6971,6807.3857,1877
1878,7712,8206.367,6796,6807.3857,1878
1879,7745,8206.367,6768,6807.3857,1879
1880,7562,8206.367,6822,6807.3857,1880
1881,7625,8206.367,6887,6807.3857,1881
1882,7601,8206.367,6856,6807.3857,1882
1883,7554,8206.367,6908,6807.3857,1883
1884,7597,8206.367,6647,6807.3857,1884
1885,7569,8206.367,6894,6807.3857,1885
1886,7607,8206.367,6904,6807.3857,1886
1887,7509,8206.367,6852,6807.3857,1887
1888,7673,8206.367,6860,6807.3857,1888
1889,7624,8206.367,6665,6807.3857,1889
1890,7440,8206.367,6273,6339.1646,1890
1891,7558,8206.367,6330,6339.1646,1891
1892,7491,8206.367,6300,6339.1646,1892
1893,7642,8206.367,6266,6339.1646,1893
1894,7553,8206.367,6314,6339.1646,1894
1895,7637,8206.367,6342,6339.1646,1895
1896,7507,8206.367,6199,6339.1646,1896
1897,7696,8206.367,6234,6339.1646,1897
1898,7733,8206.367,6308,6339.1646,1898
1899,7696,8206.367,6418,6339.1646,1899
1900,7807,8206.367,6150,6339.1646,1900
1901,7613,8206.367,6242,6339.1646,1901
1902,7852,8206.367,6403,6339.1646,1902
1903,7561,8206.367,6307,6339.1646,1903
1904,7482,8206.367,6330,6339.1646,1904
1905,7507,8206.367,6359,6339.1646,1905
1906,7452,8206.367,6377,6339.1646,1906
1907,7624,8206.367,6415,6339.1646,1907
1908,7551,8206.367,6289,6339.1646,1908
1909,7604,8206.367,6305,6339.1646,1909
1910,7750,8206.367,6273,6339.1646,1910
1911,7744,8206.367,6269,6339.1646,1911
1912,8337,8206.367,6225,6339.1646,1912
1913,8131,8206.367,6285,6339.1646,1913
1914,8278,8206.367,6249,6339.1646,1914
1915,8290,8206.367,6377,6339.1646,1915
1916,8293,8206.367,6310,6339.1646,1916
1917,8127,8206.367,6352,6339.1646,1917
1918,7890,8206.367,6348,6339.1646,1918
1919,7707,8206.367,6347,6339.1646,1919
1920,7557,8206.367,6303,6339.1646,1920
1921,7654,8206.367,6292,6339.1646,1921
1922,7767,8206.367,6288,6339.1646,1922
1923,7616,8206.367,6374,6339.1646,1923
1924,7598,8206.367,6450,6339.1646,1924
1925,7461,8206.367,6254,6339.1646,1925
1926,7445,8206.367,6339,6339.1646,1926
